URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_2319,35,7,iso-8859-1,Apache/2.4.23 (Unix),289.0,GB,None,24/05/2001 20:47,27/01/2017 0:20,5,4,3,474,5,6,364,474,5,0.0,0
B0_308,35,6,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,27/06/2004 0:00,19/11/2012 0:00,23,8,5,3087,29,27,19078,3535,29,6.0,0
B0_337,35,7,UTF-8,GSE,38115.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,45,3,7,3507,49,46,42286,3857,49,4.0,0
B0_717,35,7,UTF-8,GSE,8813.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,41,6,4,4769,45,42,69898,5119,45,4.0,0
B0_739,35,8,ISO-8859-1,Apache,1002.0,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,32,5,8,2965,36,39,37146,3279,36,4.0,0
B0_807,35,7,utf-8,Apache,16875.0,US,NY,13/12/1995 0:00,10/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_9,35,7,iso-8859-1,Apache,330.0,None,None,10/11/2000 0:00,19/02/2016 0:00,16,9,8,1275,18,23,2306,1423,18,2.0,0
B0_971,35,8,ISO-8859-1,Apache,1002.0,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_121,36,10,UTF-8,nginx,655.0,None,None,None,None,208,18,9,20074,228,216,270752,21646,228,20.0,1
M0_129,36,11,UTF-8,nginx,655.0,None,None,None,None,7,1,5,466,11,10,822,760,11,4.0,1
M0_131,36,11,UTF-8,nginx,655.0,None,None,None,None,17,1,7,1770,23,17,2579,2210,23,6.0,1
M0_133,36,9,UTF-8,nginx,646.0,None,None,None,None,11,1,4,1266,15,12,966,1554,15,4.0,1
M0_134,36,11,UTF-8,nginx,655.0,None,None,None,None,21,1,5,2359,29,23,3542,2951,29,8.0,1
M0_157,36,11,UTF-8,nginx,655.0,None,None,None,None,19,1,5,2227,27,23,3612,2819,27,8.0,1
B0_1042,36,8,ISO-8859-1,nginx,10133.0,US,CA,1/06/2005 0:00,9/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1049,36,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,30/10/2003 0:00,10/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1306,36,6,ISO-8859-1,nginx/1.12.0,1108.0,US,CA,5/10/2006 0:00,4/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1359,36,7,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,DE,14/10/2005 0:00,21/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_305,36,7,utf-8,Apache,19879.0,US,CA,4/04/2006 0:00,3/03/2017 0:00,61,7,6,6100,65,79,123896,6388,65,4.0,0
B0_444,36,7,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,7/09/2000 0:00,8/12/2016 0:00,8,0,2,784,10,11,16959,958,10,2.0,0
B0_474,36,6,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,210.0,None,None,8/12/2007 0:00,28/03/2017 0:00,3,0,1,466,5,6,668,640,5,2.0,0
B0_487,36,7,ISO-8859-1,cloudflare-nginx,3326.0,US,CA,6/04/2008 0:00,18/12/2014 0:00,14,7,5,1060,16,18,5214,1234,16,2.0,0
B0_60,36,7,iso-8859-1,Apache/2.0.52 (Red Hat),293.0,US,TX,16/07/1998 0:00,16/05/2016 0:00,12,0,4,1331,16,13,4860,1631,16,4.0,0
B0_69,36,7,iso-8859-1,Apache/2.2.22,231.0,None,None,9/02/2001 0:00,28/12/2016 0:00,7,0,2,730,9,11,1284,870,9,2.0,0
B0_701,36,7,UTF-8,Apache,11418.0,US,AZ,28/12/1999 0:00,28/12/2014 0:00,17,0,4,2319,21,21,14373,2615,21,4.0,0
B0_990,36,7,UTF-8,GSE,11692.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_115,37,9,windows-1251,Apache/1.3.31 (Unix) PHP/4.3.9 mod_perl/1.29 rus/PL30.20,296.0,US,LA,18/12/2004 0:00,1/12/2016 0:00,2,0,2,128,4,5,407,276,4,2.0,1
M0_16,37,9,ISO-8859-1,nginx,162.0,CN,beijingshi,9/02/2009 0:00,27/04/2017 0:00,1,0,1,66,3,4,404,206,3,2.0,1
M0_60,37,9,iso-8859-1,Apache,188.0,None,None,None,None,19,0,6,1525,21,13,1363,1667,21,2.0,1
B0_1167,37,7,ISO-8859-1,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,6062.0,US,California,2/07/2010 0:00,25/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1196,37,7,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,219.0,US,Missouri,12/11/2007 20:49,28/03/2017 18:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1204,37,9,ISO-8859-1,Apache,1002.0,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1219,37,10,utf-8,Apache,14109.0,US,California,22/02/2006 0:00,22/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1316,37,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,North Carolina,5/06/2000 0:00,6/07/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2056,37,9,utf-8,Apache/2.2.22 (Ubuntu),8022.0,US,California,10/05/2006 23:10,11/05/2016 14:19,23,5,8,1674,23,11,696,1674,23,0.0,0
B0_2093,37,9,utf-8,nginx,32441.0,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,11,10,7,834,11,14,882,834,11,0.0,0
B0_2116,37,7,ISO-8859-1,ATS/5.3.0,7891.0,US,MA,22/02/2001 0:00,24/01/2017 0:00,6,5,2,540,6,8,535,540,6,0.0,0
B0_2230,37,8,UTF-8,Apache,1840.0,US,CA,11/09/1997 4:00,9/12/2015 14:43,8,5,5,648,8,11,739,648,8,0.0,0
B0_2277,37,8,ISO-8859-1,Apache/2.2.3 (Red Hat),12768.0,None,None,16/10/2000 0:00,25/10/2016 0:00,6,4,3,540,6,6,474,540,6,0.0,0
B0_476,37,8,ISO-8859-1,nginx,4297.0,US,OH,5/08/1993 0:00,1/07/2016 0:00,16,1,6,1607,22,18,1690,2055,22,6.0,0
B0_646,37,8,utf-8,nginx/1.4.3,135444.0,US,NY,2/11/1996 0:00,26/11/2014 0:00,68,6,7,5207,70,88,247488,5345,70,2.0,0
B0_677,37,9,utf-8,ATS,616.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,18,5,10,2248,26,28,3605,2890,26,8.0,0
B0_777,37,8,utf-8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,6944.0,US,Arizona,14/02/2000 0:00,14/02/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_946,37,8,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_947,37,7,UTF-8,GSE,7783.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_120,38,10,iso-8859-1,Apache/2,337.0,CA,ON,14/09/2009 8:39,6/09/2016 8:26,14,4,6,888,14,5,316,888,14,0.0,1
M0_151,38,11,UTF-8,nginx,661.0,None,None,None,None,22,1,5,2813,30,27,3916,3409,30,8.0,1
M0_42,38,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,15,0,2,2342,21,15,7249,2806,21,6.0,1
M0_43,38,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,19,1,3,2594,25,25,7997,3058,25,6.0,1
M0_90,38,10,iso-8859-1,nginx/1.8.0,215.0,None,None,18/07/2005 0:00,18/06/2016 0:00,7,0,2,734,9,9,1097,880,9,2.0,1
B0_1019,38,9,ISO-8859-1,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8e-fips-rhel5,4397.0,US,MA,28/10/1999 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1030,38,8,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1224,38,8,utf-8,nginx,39740.0,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,0,0,0,0,0,0,0,0,0.0,0
B0_127,38,9,utf-8,Apache,68067.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,19,0,3,1851,23,23,15551,2143,23,4.0,0
B0_1289,38,10,UTF-8,Apache,40299.0,UK,None,18/04/1995 0:00,14/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1387,38,8,iso-8859-1,Apache/2,345.0,US,CA,24/09/1996 0:00,30/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1403,38,7,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,NJ,10/01/1992 0:00,5/01/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1404,38,9,UTF-8,GSE,3916.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_184,38,8,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,39,25,11,5509,47,45,25776,6115,47,8.0,0
B0_2011,38,7,ISO-8859-1,None,34.0,None,None,17/07/2001 0:00,28/05/2014 0:00,7,7,3,618,7,9,562,618,7,0.0,0
B0_2138,38,7,UTF-8,Apache,1172.0,US,NY,21/09/2001 0:00,2/03/2017 0:00,4,3,2,432,4,4,244,432,4,0.0,0
B0_2213,38,6,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,5/06/2003 0:00,26/11/2014 0:00,6,6,3,540,6,8,539,540,6,0.0,0
B0_246,38,7,UTF-8,None,24087.0,AU,NSW,19/02/2002 1:02,29/11/2016 0:00,8,0,3,786,12,9,968,1106,12,4.0,0
B0_295,38,9,utf-8,ATS,618.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,46,17,7,5306,54,42,39325,5906,54,8.0,0
B0_34,38,8,ISO-8859-1,None,6746.0,None,None,28/11/1999 0:00,9/09/2013 0:00,35,8,14,3072,41,31,9718,3506,41,6.0,0
B0_360,38,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,26/05/1997 0:00,23/04/2017 0:00,23,7,7,1967,29,24,6542,2417,29,6.0,0
B0_37,38,7,us-ascii,Microsoft-HTTPAPI/2.0,324.0,AU,NSW,5/07/2008 0:00,30/08/2016 0:00,13,7,7,1068,15,13,1006,1216,15,2.0,0
B0_41,38,6,utf-8,Apache,9555.0,BE,None,7/04/2007 0:00,8/04/2017 0:00,23,5,9,2823,27,21,15940,3153,27,4.0,0
B0_441,38,8,UTF-8,Apache,1840.0,US,CA,11/09/1997 4:00,9/12/2015 14:43,23,12,8,3099,27,28,7395,3439,27,4.0,0
B0_464,38,10,utf-8,Microsoft-IIS/8.0,4929.0,NO,None,29/01/2004 16:01,29/12/2016 14:11,16,0,5,1927,20,20,8052,2219,20,4.0,0
B0_496,38,8,utf-8,Apache/2.4.18 (Ubuntu),12400.0,US,FL,17/02/1999 5:00,19/12/2016 8:39,16,0,3,1879,22,20,8768,2307,22,6.0,0
B0_536,38,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_apreq2-20090110/2.8.0 mod_perl/2.0.10 Perl/v5.24.1,42952.0,US,FL,27/02/2000 15:05,31/05/2016 17:46,35,30,2,4047,41,53,54041,4497,41,6.0,0
B0_90,38,7,UTF-8,GSE,7868.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,44,0,4,5064,50,42,35677,5586,50,6.0,0
B0_914,38,9,iso-8859-1,Apache/2.2.20 (Unix),220.0,US,CA,8/08/2002 0:00,29/07/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_918,38,7,UTF-8,GSE,7797.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_141,39,13,UTF-8,nginx,637.0,None,None,None,None,4,0,4,264,4,6,388,264,4,0.0,1
M0_144,39,11,UTF-8,nginx,640.0,None,None,None,None,11,1,4,1266,15,12,960,1548,15,4.0,1
M0_145,39,11,UTF-8,nginx,640.0,None,None,None,None,26,5,8,2329,32,25,4850,2759,32,6.0,1
M0_150,39,11,UTF-8,nginx,661.0,None,None,None,None,20,0,6,2328,26,26,3285,2772,26,6.0,1
M0_44,39,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,20,0,2,2976,26,23,7783,3440,26,6.0,1
M0_91,39,10,iso-8859-1,nginx/1.8.0,216.0,None,None,18/07/2005 0:00,18/06/2016 0:00,8,0,1,809,12,11,1321,1101,12,4.0,1
B0_1050,39,7,UTF-8,Apache/2.2.15 (CentOS),256306.0,AU,New South Wales,8/01/2009 10:56,9/01/2017 10:11,0,0,0,0,0,0,0,0,0,0.0,0
B0_1161,39,8,iso-8859-1,Apache,404.0,US,WV,21/10/2006 0:00,22/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1198,39,7,UTF-8,GSE,7472.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1210,39,8,UTF-8,Apache/2.4.18 (Ubuntu),3063.0,TR,None,14/09/2000 8:47,15/09/2016 21:37,0,0,0,0,0,0,0,0,0,0.0,0
B0_1279,39,7,utf-8,Apache,12985.0,US,CO,17/02/2006 0:00,19/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1300,39,8,UTF-8,GSE,9352.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2136,39,8,UTF-8,Apache,9050.0,None,None,None,None,22,9,9,1560,22,18,1334,1560,22,0.0,0
B0_2193,39,9,utf-8,ATS,620.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,3,3,1,366,3,5,306,366,3,0.0,0
B0_2241,39,9,ISO-8859-1,AmazonS3,889.0,None,None,15/05/2005 0:00,15/04/2017 0:00,10,4,5,816,10,7,436,816,10,0.0,0
B0_2244,39,9,ISO-8859-1,nginx,1502.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,8,4,6,684,8,12,762,684,8,0.0,0
B0_2291,39,7,iso-8859-1,Apache,340.0,CA,ON,26/11/1996 0:00,2/11/2016 0:00,11,5,5,894,11,10,634,894,11,0.0,0
B0_253,39,8,ISO-8859-1,Apache,1002.0,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,10,2,7,927,14,20,2926,1241,14,4.0,0
B0_389,39,7,utf-8,Apache/2.2.15 (CentOS),431.0,KY,GRAND CAYMAN,24/08/2003 0:00,27/02/2017 0:00,9,0,1,865,11,12,19264,1045,11,2.0,0
B0_392,39,9,ISO-8859-1,nginx,1500.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,40,11,12,6028,46,46,20061,6502,46,6.0,0
B0_471,39,9,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,38,33,1,6419,48,47,29141,7171,48,10.0,0
B0_50,39,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,TR,TR,28/10/2008 0:00,3/04/2016 0:00,12,6,9,1063,14,16,1287,1213,14,2.0,0
B0_632,39,10,UTF-8,Apache/2.2.22 (Debian),8507.0,US,Arizona,28/02/2008 0:00,24/04/2017 0:00,13,3,7,1313,17,18,1612,1605,17,4.0,0
B0_710,39,9,ISO-8859-1,nginx/1.11.10,121211.0,US,GA,22/09/1993 0:00,15/02/2017 0:00,35,0,2,3234,38,38,129083,3384,38,2.0,0
B0_865,39,9,UTF-8,Apache,58.0,PA,Panama,7/11/2016 0:00,7/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_870,39,8,UTF-8,Apache/2,1007.0,PA,Panama,30/07/2009 4:01,19/04/2017 10:41,0,0,0,0,0,0,0,0,0,0.0,0
M0_126,40,13,UTF-8,nginx,637.0,None,None,None,None,12,1,5,1340,16,12,964,1622,16,4.0,1
M0_139,40,13,UTF-8,nginx,640.0,None,None,None,None,12,1,4,1325,18,14,2091,1749,18,6.0,1
M0_143,40,13,UTF-8,nginx,643.0,None,None,None,None,11,1,4,1266,15,12,960,1548,15,4.0,1
M0_158,40,11,UTF-8,nginx,667.0,None,None,None,None,21,1,5,2383,29,25,3786,2983,29,8.0,1
M0_160,40,11,UTF-8,nginx,667.0,None,None,None,None,19,1,5,2243,25,22,3021,2691,25,6.0,1
M0_39,40,10,utf-8,Apache,3016.0,None,None,None,None,11,0,2,1285,17,18,2462,1741,17,6.0,1
M0_45,40,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,19,0,2,2610,25,22,7715,3074,25,6.0,1
B0_1033,40,7,UTF-8,GSE,7283.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1075,40,10,utf-8,Yippee-Ki-Yay,12513.0,US,Arizona,13/09/2001 23:03,13/02/2013 1:33,0,0,0,0,0,0,0,0,0,0.0,0
B0_1116,40,7,UTF-8,Apache,13183.0,US,CA,22/02/2001 0:00,7/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1142,40,7,UTF-8,GSE,6222.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_116,40,9,UTF-8,Apache,7942.0,US,CA,2/10/2005 0:00,3/10/2016 0:00,8,0,2,1016,12,14,1612,1324,12,4.0,0
B0_1383,40,12,UTF-8,Apache,3013.0,US,CA,20/10/1998 0:00,4/12/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2010,40,10,UTF-8,mw2165.codfw.wmnet,4692.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,7,4,3,630,7,5,310,630,7,0.0,0
B0_2034,40,7,UTF-8,GSE,9433.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,3,3,1,366,3,5,306,366,3,0.0,0
B0_2148,40,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,New Jersey,23/04/2002 18:56,20/08/2015 15:58,3,3,1,366,3,5,306,366,3,0.0,0
B0_222,40,8,UTF-8,Apache/2.2.23 (Amazon),11590.0,US,New York,26/09/2005 0:00,23/07/2011 0:00,156,17,12,23383,162,206,295213,23877,162,6.0,0
B0_2275,40,9,iso-8859-1,Apache,230.0,US,California,4/01/1995 0:00,4/01/2017 0:00,5,3,3,486,5,4,244,486,5,0.0,0
B0_251,40,7,ISO-8859-1,LiteSpeed,618.0,AU,Vic,30/07/2004 0:00,30/03/2014 0:00,24,6,4,1784,26,27,23886,1950,26,2.0,0
B0_353,40,9,utf-8,ATS,622.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,8,1,3,1088,14,13,2036,1524,14,6.0,0
B0_391,40,6,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,22,0,2,1724,24,26,38477,1886,24,2.0,0
B0_416,40,6,ISO-8859-1,nginx/1.12.0,1108.0,None,None,17/02/2009 0:00,16/02/2015 0:00,15,10,4,1166,19,19,1626,1538,19,4.0,0
B0_520,40,9,UTF-8,Microsoft-IIS/7.5,63279.0,US,OH,8/11/1998 0:00,16/03/2015 0:00,56,4,8,4551,60,59,67881,4843,60,4.0,0
B0_552,40,8,ISO-8859-1,Apache,15240.0,None,None,12/02/2002 0:00,16/10/2014 0:00,8,4,1,1325,12,12,2833,1637,12,4.0,0
B0_562,40,9,utf-8,Apache,65993.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,24,0,9,2112,28,29,16019,2404,28,4.0,0
B0_590,40,7,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,48,41,9,6057,56,54,15706,6657,56,8.0,0
B0_697,40,8,UTF-8,nginx,15363.0,US,NY,8/05/1996 0:00,27/01/2017 0:00,20,5,9,2948,24,27,5557,3248,24,4.0,0
B0_703,40,6,iso-8859-1,None,411.0,US,TX,2/03/1999 0:00,1/02/2017 0:00,14,1,3,1981,20,19,6759,2497,20,6.0,0
B0_765,40,7,UTF-8,GSE,38119.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,38,1,3,2995,44,37,41717,3531,44,6.0,0
B0_976,40,7,UTF-8,GSE,6498.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_980,40,9,utf-8,ATS,622.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_116,41,13,UTF-8,nginx,643.0,None,None,None,None,9,0,3,1142,13,12,1991,1430,13,4.0,1
M0_156,41,11,UTF-8,nginx,670.0,None,None,None,None,15,1,5,1653,21,19,2798,2103,21,6.0,1
M0_52,41,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,24,0,2,4034,30,26,12486,4498,30,6.0,1
M0_57,41,11,UTF-8,Proxy Pandeiro UOL,27103.0,BR,None,None,None,22,0,3,2316,26,28,31378,2640,26,4.0,1
M0_92,41,10,iso-8859-1,nginx/1.8.0,218.0,None,None,18/07/2005 0:00,18/06/2016 0:00,7,0,1,737,11,10,1162,1047,11,4.0,1
B0_107,41,6,iso-8859-1,nginx,318.0,None,None,21/11/2016 0:00,13/01/2017 0:00,8,0,2,1089,14,13,1977,1601,14,6.0,0
B0_1296,41,8,utf-8,Apache,65473.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1378,41,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,GB,worcs,25/10/2006 0:00,18/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2299,41,9,UTF-8,Apache,7065.0,US,Arizona,4/11/2003 0:00,4/11/2016 0:00,5,3,3,576,6,8,522,576,6,0.0,0
B0_238,41,7,ISO-8859-1,openresty/1.11.2.2,10588.0,US,FL,30/07/2002 0:00,26/06/2014 0:00,20,0,2,1895,22,24,13792,2055,22,2.0,0
B0_30,41,7,iso-8859-1,Apache,281.0,US,PA,9/03/2010 0:00,18/01/2013 0:00,18,0,3,1868,22,23,18348,2202,22,4.0,0
B0_364,41,8,us-ascii,Microsoft-IIS/7.5,324.0,US,Kansas,4/07/2001 23:21,19/04/2017 17:24,10,3,5,1202,14,16,1335,1500,14,4.0,0
B0_427,41,10,iso-8859-1,Apache,13.0,US,Arizona,6/07/2016 14:30,5/09/2016 3:47,8,3,8,552,8,5,420,552,8,0.0,0
B0_829,41,10,UTF-8,Apache-Coyote/1.1,9817.0,GB,London,13/06/1997 0:00,5/11/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_128,42,13,UTF-8,nginx,646.0,None,None,None,None,7,1,5,466,11,10,822,760,11,4.0,1
M0_154,42,11,UTF-8,nginx,673.0,None,None,None,None,18,1,4,2185,24,21,2969,2637,24,6.0,1
M0_155,42,11,UTF-8,nginx,673.0,None,None,None,None,18,1,5,2185,24,21,2969,2637,24,6.0,1
M0_47,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,24,0,2,4035,30,25,12416,4499,30,6.0,1
M0_48,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,25,0,2,4101,31,28,12614,4565,31,6.0,1
M0_50,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,23,0,2,3969,29,24,12354,4433,29,6.0,1
M0_53,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,25,0,2,4101,31,28,12614,4565,31,6.0,1
M1_3,42,8,ISO-8859-1,Apache,895.0,US,Arizona,5/03/2013 20:51,5/05/2013 3:46,15,0,6,1980,19,17,5911,2334,19,4.0,1
B0_1257,42,8,UTF-8,Apache,7289.0,CA,ON,14/04/1999 0:00,8/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1260,42,8,UTF-8,Apache/2.4.25,4974.0,CA,Quebec,27/05/2008 0:00,27/05/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1268,42,9,UTF-8,mw2225.codfw.wmnet,4691.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1375,42,10,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1422,42,9,ISO-8859-1,nginx,1505.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_146,42,9,UTF-8,Apache,7509.0,None,None,16/08/1999 0:00,17/08/2013 0:00,7,0,2,985,13,12,1496,1433,13,6.0,0
B0_2112,42,9,ISO-8859-1,Apache-Coyote/1.1,5127.0,US,CA,4/08/1995 0:00,26/01/2017 0:00,4,3,2,432,4,5,310,432,4,0.0,0
B0_2231,42,9,us-ascii,None,324.0,None,None,11/10/2000 0:00,2/07/2014 0:00,8,8,3,636,8,6,364,636,8,0.0,0
B0_314,42,8,UTF-8,Apache/2.2.15 (CentOS),2766.0,None,None,30/04/2009 0:00,5/01/2017 0:00,33,4,9,3088,41,34,12104,3720,41,8.0,0
